source_file,id,name,locality,region,location,area,district,street,house,network_type,building_type,purpose,residential_complex,res_completed,houses_count,apartments_count,floors_count,porch_count,cluster_id
cluster_Астана-ШР-16.xml,04ca5800-244d-5d7c-f617-cbdc0178fc49,"Алиби Жангельдина улица, 41а",Астана,Астана город республиканского значения,POINT (71.426119 51.175316),"POLYGON((71.426062 51.175264,71.426203 51.17528,71.426176 51.175369,71.426036 51.175352,71.426062 51.175264))",,Алиби Жангельдина улица,41а,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,aef3c40c-92f8-914d-eb30-d89e49ffd562,Сооружение,Астана,Астана город республиканского значения,POINT (71.448536 51.171721),"POLYGON((71.448488 51.171711,71.448552 51.171691,71.448584 51.171731,71.44852 51.171751,71.448488 51.171711))",,,,ГТС,OTHER,Сооружение,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,1a78c76c-9e50-9f8f-3006-38729a93c6fa,"Алиби Жангельдина улица, 27",Астана,Астана город республиканского значения,POINT (71.427777 51.175016),"POLYGON((71.427722 51.174963,71.427862 51.174982,71.427831 51.175069,71.427692 51.17505,71.427722 51.174963))",,Алиби Жангельдина улица,27,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,a87726eb-11b5-b8d4-8069-d8899a738a51,Объект,Астана,Астана город республиканского значения,POINT (71.426034 51.17246),"POLYGON((71.426009 51.172471,71.426016 51.172445,71.426059 51.172449,71.426051 51.172476,71.426009 51.172471))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,22582d9c-8b39-965c-ab7d-f69592fdfb36,"улица Михаила Лермонтова, 5",Астана,Астана город республиканского значения,POINT (71.438842 51.176978),"POLYGON((71.438939 51.176961,71.438869 51.177039,71.438744 51.176995,71.438815 51.176917,71.438939 51.176961))",,улица Михаила Лермонтова,5,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,0c91534e-1578-b3db-2af1-34cdfebda091,Объект,Астана,Астана город республиканского значения,POINT (71.44384 51.16961),"POLYGON((71.443818 51.169624,71.443818 51.169597,71.443861 51.169597,71.443861 51.169624,71.443818 51.169624))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,24608fab-2da4-80ec-58aa-7f02d4836bc3,Хозяйственный корпус,Астана,Астана город республиканского значения,POINT (71.450189 51.172555),"POLYGON((71.450176 51.172619,71.450099 51.172523,71.450202 51.172491,71.450279 51.172587,71.450176 51.172619))",,,,ГТС,INDUSTRY,Хозяйственный корпус,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,e9820dd8-b7e9-0827-47b2-00f2bf0e9d11,"улица Ануара Алимжанова, 69/1",Астана,Астана город республиканского значения,POINT (71.445058 51.177554),"POLYGON((71.44514 51.177517,71.445116 51.177606,71.444975 51.177591,71.444999 51.177502,71.44514 51.177517))",,улица Ануара Алимжанова,69/1,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,1cb4396f-411c-8e76-97cc-50b116683a08,Хозяйственный корпус,Астана,Астана город республиканского значения,POINT (71.432109 51.168628),"POLYGON((71.432138 51.168677,71.432054 51.168667,71.432116 51.168455,71.432201 51.168465,71.432138 51.168677))",,,,ГТС,INDUSTRY,Хозяйственный корпус,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,41359eaa-811a-784e-5ba0-6637f6753757,"улица Жусупбека Аймауытова, 16а",Астана,Астана город республиканского значения,POINT (71.433136 51.174831),"POLYGON((71.432956 51.17486,71.432976 51.174771,71.433315 51.174801,71.433295 51.174891,71.432956 51.17486))",,улица Жусупбека Аймауытова,16а,ГТС,CULTURAL_SOCIAL_BUILDING,Музей,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,11192988-a29e-3520-6014-7885970f3ee3,"переулок Биши кайын, 17/6",Астана,Астана город республиканского значения,POINT (71.441476 51.178544),"POLYGON((71.441498 51.178482,71.441575 51.178558,71.441455 51.178606,71.441377 51.178531,71.441498 51.178482))",,переулок Биши кайын,17/6,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,9f721e11-a730-e941-33b6-fa8a21f5a249,"улица Жусупбека Аймауытова, 9/9",Астана,Астана город республиканского значения,POINT (71.430875 51.177516),"POLYGON((71.430819 51.177463,71.430959 51.177481,71.43093 51.177569,71.43079 51.177551,71.430819 51.177463))",,улица Жусупбека Аймауытова,9/9,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,21a62f91-406b-1871-2b7f-ab7fce477322,"Султанмахмута Торайгырова улица, 4/8",Астана,Астана город республиканского значения,POINT (71.427893 51.174665),"POLYGON((71.427809 51.174701,71.427837 51.174613,71.427977 51.17463,71.427949 51.174718,71.427809 51.174701))",,Султанмахмута Торайгырова улица,4/8,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,b255f19d-8512-9ca4-707e-35d8d46df3fa,"проспект Абая, 88/1",Астана,Астана город республиканского значения,POINT (71.464997 51.165325),"POLYGON((71.465125 51.165335,71.464933 51.165395,71.464869 51.165315,71.465061 51.165255,71.465125 51.165335))",,проспект Абая,88/1,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,e896d4cd-27a2-3f8d-30ab-bfe633ab3487,Хозяйственный корпус,Астана,Астана город республиканского значения,POINT (71.44006 51.172812),"POLYGON((71.439983 51.172775,71.440152 51.172795,71.440137 51.172848,71.440032 51.172836,71.439968 51.172828,71.439983 51.172775))",,,,ГТС,INDUSTRY,Хозяйственный корпус,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,1332d778-2c62-e82d-6b3e-535fe5235a68,"улица Тараз, 14",Астана,Астана город республиканского значения,POINT (71.441443 51.170831),"POLYGON((71.441385 51.170779,71.441525 51.170795,71.4415 51.170883,71.44136 51.170867,71.441385 51.170779))",,улица Тараз,14,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,827aa389-9135-6d05-2c74-cff90980e89a,"Альмукан Сембинов улица, 28/3а",Астана,Астана город республиканского значения,POINT (71.457691 51.173087),"POLYGON((71.457838 51.17307,71.457583 51.173151,71.457544 51.173103,71.457799 51.173022,71.457838 51.17307))",,Альмукан Сембинов улица,28/3а,ГТС,INDUSTRY,Производственный корпус,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,d5b88824-dca8-2bc0-28fd-162575321486,Объект,Астана,Астана город республиканского значения,POINT (71.439535 51.176195),"POLYGON((71.439514 51.176208,71.439514 51.176181,71.439556 51.176181,71.439556 51.176208,71.439514 51.176208))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,096c223b-236f-b7f3-5c34-c8ae3c542cf1,Объект,Астана,Астана город республиканского значения,POINT (71.464445 51.168004),"POLYGON((71.464435 51.168022,71.464416 51.167998,71.464455 51.167986,71.464474 51.16801,71.464435 51.168022))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,64b4e759-0524-c70e-82f3-464a58902009,Объект,Астана,Астана город республиканского значения,POINT (71.428885 51.166128),"POLYGON((71.428863 51.166141,71.428863 51.166114,71.428906 51.166114,71.428906 51.166141,71.428863 51.166141))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,ff6a88c0-7d66-7c05-6550-c69fcb4c004a,Объект,Астана,Астана город республиканского значения,POINT (71.448967 51.173415),"POLYGON((71.448946 51.173428,71.448946 51.173402,71.448988 51.173402,71.448988 51.173428,71.448946 51.173428))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,10a8449e-a9ef-b700-1fbb-31442d539190,Хозяйственный корпус,Астана,Астана город республиканского значения,POINT (71.462587 51.173272),"POLYGON((71.46258 51.173364,71.462466 51.173219,71.462594 51.173179,71.462709 51.173324,71.46258 51.173364))",,,,ГТС,INDUSTRY,Хозяйственный корпус,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,b64d2ef0-3344-bd6d-a22f-2ba4e786f8eb,"проспект Абая, 99/1",Астана,Астана город республиканского значения,POINT (71.467268 51.16747),"POLYGON((71.467487 51.167447,71.467219 51.167531,71.467104 51.167387,71.467167 51.167367,71.467225 51.167439,71.46743 51.167374,71.467487 51.167447))",,проспект Абая,99/1,ГТС,ADMINISTRATIVE,Административное здание,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,8d9d61c8-69ae-7345-a8dd-4bc789609b00,"переулок Биши кайын, 29а",Астана,Астана город республиканского значения,POINT (71.443925 51.179123),"POLYGON((71.444026 51.179123,71.443925 51.179187,71.443824 51.179123,71.443925 51.179059,71.444026 51.179123))",,переулок Биши кайын,29а,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,659deead-f01c-2580-c451-649bc9d1002c,Объект,Астана,Астана город республиканского значения,POINT (71.45471 51.175064),"POLYGON((71.454689 51.175077,71.454689 51.17505,71.454731 51.17505,71.454731 51.175077,71.454689 51.175077))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,19185cc1-7d22-6554-64bd-04201cae5bd8,Объект,Астана,Астана город республиканского значения,POINT (71.440366 51.169557),"POLYGON((71.440361 51.169552,71.440374 51.169554,71.440372 51.169562,71.440358 51.169561,71.440361 51.169552))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,5a39219d-2ba5-806f-1872-5bc6fd8af02d,Сооружение,Астана,Астана город республиканского значения,POINT (71.428332 51.16624),"POLYGON((71.428268 51.166261,71.428283 51.166207,71.428396 51.16622,71.428381 51.166273,71.428268 51.166261))",,,,ГТС,OTHER,Сооружение,,True,1.0,,2.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,7a32f9c8-d589-e59d-aa32-465da65a5bb2,Объект,Астана,Астана город республиканского значения,POINT (71.466346 51.171011),"POLYGON((71.466338 51.171029,71.466316 51.171006,71.466353 51.170992,71.466375 51.171015,71.466338 51.171029))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,f2d112f7-2322-7bec-fe86-2cb2369ad31d,"Альмукан Сембинов улица, 25",Астана,Астана город республиканского значения,POINT (71.454582 51.175958),"POLYGON((71.45485 51.175934,71.454389 51.176078,71.454313 51.175982,71.454518 51.175918,71.454774 51.175838,71.45485 51.175934))",,Альмукан Сембинов улица,25,ГТС,ADMINISTRATIVE,Бизнес-центр,,True,1.0,,3.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,9bcf155a-db59-9689-73c4-cd251886be79,Частный дом,Астана,Астана город республиканского значения,POINT (71.447009 51.171558),"POLYGON((71.446926 51.171595,71.44695 51.171507,71.447091 51.171522,71.447067 51.17161,71.446926 51.171595))",,,,ГТС,IZHS,Частный дом,,True,1.0,,2.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,2bf75055-f16f-ad43-7286-3f6c2add8336,Хозяйственный корпус,Астана,Астана город республиканского значения,POINT (71.469074 51.165212),"POLYGON((71.46907 51.165124,71.469181 51.16527,71.469078 51.165301,71.468967 51.165155,71.46907 51.165124))",,,,ГТС,INDUSTRY,Хозяйственный корпус,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,265e9053-c583-588f-0456-6e01c0fe4073,"Алиби Жангельдина улица, 39/4",Астана,Астана город республиканского значения,POINT (71.445133 51.177275),"POLYGON((71.445078 51.177222,71.445217 51.177239,71.44519 51.177327,71.44505 51.177311,71.445078 51.177222))",,Алиби Жангельдина улица,39/4,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,36c5fc45-66d0-5113-f0c7-b6cb393832b8,"улица Тараз, 20/7",Астана,Астана город республиканского значения,POINT (71.440121 51.176065),"POLYGON((71.440063 51.176013,71.440203 51.176029,71.440179 51.176117,71.440038 51.176102,71.440063 51.176013))",,улица Тараз,20/7,ГТС,IZHS,Частный дом,,True,1.0,,2.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,ba019e3c-d55c-1ee5-4cb0-68113735f0f0,"улица Ануара Алимжанова, 18",Астана,Астана город республиканского значения,POINT (71.447692 51.17169),"POLYGON((71.447603 51.171749,71.44764 51.171616,71.44778 51.171631,71.447744 51.171764,71.447603 51.171749))",,улица Ануара Алимжанова,18,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,da613b0c-899a-c790-e0f5-a9948553495c,"улица Отырар, 1/3",Астана,Астана город республиканского значения,POINT (71.429232 51.167888),"POLYGON((71.429065 51.167914,71.429091 51.167826,71.4294 51.167862,71.429374 51.16795,71.429065 51.167914))",,улица Отырар,1/3,ГТС,ADMINISTRATIVE,Административное здание,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,525850e8-2883-db16-0db8-f2b50eec2209,"улица генерала Сабыра Ракымова, 93/4",Астана,Астана город республиканского значения,POINT (71.434056 51.173716),"POLYGON((71.434022 51.17373,71.434033 51.173695,71.434089 51.173701,71.434079 51.173737,71.434022 51.17373))",,улица генерала Сабыра Ракымова,93/4,ГТС,COMMERCE,Торговый павильон,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,096d91f1-b926-9aad-45d7-6008a28d6075,"улица Шары Жиенкуловой, 16/4",Астана,Астана город республиканского значения,POINT (71.453299 51.180393),"POLYGON((71.453143 51.1805,71.453069 51.180403,71.453301 51.180333,71.453456 51.180286,71.45353 51.180383,71.453143 51.1805))",,улица Шары Жиенкуловой,16/4,ГТС,INDUSTRY,Хозяйственный корпус,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,218c9e2b-824e-6d6d-3df3-853e92f90d5b,"улица Шары Жиенкуловой, 2/1в",Астана,Астана город республиканского значения,POINT (71.462784 51.176876),"POLYGON((71.462729 51.176683,71.462994 51.177022,71.46284 51.17707,71.462575 51.176731,71.462729 51.176683))",,улица Шары Жиенкуловой,2/1в,ГТС,ADMINISTRATIVE,Административное здание,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,d26a7266-89e1-775d-5728-f23eb47d0ddf,Хозяйственный корпус,Астана,Астана город республиканского значения,POINT (71.456822 51.17302),"POLYGON((71.456733 51.172988,71.456835 51.172956,71.456912 51.173052,71.456809 51.173084,71.456733 51.172988))",,,,ГТС,INDUSTRY,Хозяйственный корпус,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,033eec2c-bdb6-dea0-d7a0-001d342431b5,Объект,Астана,Астана город республиканского значения,POINT (71.463124 51.162931),"POLYGON((71.463102 51.162944,71.463102 51.162917,71.463145 51.162917,71.463145 51.162944,71.463102 51.162944))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,c94f6c6a-86a7-023d-95f4-43babd07d8bf,"улица Луи Пастера, 96",Астана,Астана город республиканского значения,POINT (71.442363 51.168103),"POLYGON((71.44228 51.16814,71.442305 51.168051,71.442446 51.168067,71.442421 51.168155,71.44228 51.16814))",,улица Луи Пастера,96,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,95657720-f88e-2f3e-6b3b-585c5281d572,"улица Бактыораза Бейсекбаева, 21а",Астана,Астана город республиканского значения,POINT (71.459398 51.171659),"POLYGON((71.459354 51.171703,71.459316 51.171654,71.459442 51.171614,71.459481 51.171663,71.459354 51.171703))",,улица Бактыораза Бейсекбаева,21а,ГТС,COMMERCE,Магазин,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,60676bef-5543-63fa-d30b-562c35e830c0,"улица Отырар, 16/5",Астана,Астана город республиканского значения,POINT (71.446379 51.169557),"POLYGON((71.446275 51.169659,71.446343 51.169439,71.446483 51.169456,71.446415 51.169676,71.446275 51.169659))",,улица Отырар,16/5,ГТС,OTHER,Сооружение,,True,1.0,,2.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,f13492cc-59ee-de65-18ba-70780b52f678,"улица Карагандинская, 129а",Астана,Астана город республиканского значения,POINT (71.449008 51.175933),"POLYGON((71.449089 51.175895,71.449067 51.175984,71.448926 51.17597,71.448948 51.175881,71.449089 51.175895))",,улица Карагандинская,129а,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,0e3d6190-ab91-0b1c-3d55-d1ee64b1ab50,"улица Карагандинская, 100",Астана,Астана город республиканского значения,POINT (71.445192 51.175225),"POLYGON((71.445109 51.175261,71.445135 51.175173,71.445276 51.175189,71.445249 51.175278,71.445109 51.175261))",,улица Карагандинская,100,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,77030cc8-c96f-f0ca-9b65-8188b4d936e9,"проспект Абая, 47",Астана,Астана город республиканского значения,POINT (71.43067 51.170013),"POLYGON((71.431196 51.169555,71.430689 51.169497,71.430523 51.170072,71.431029 51.17013,71.43117 51.170146,71.431178 51.17012,71.431346 51.170139,71.431339 51.170166,71.431479 51.170182,71.431517 51.170049,71.431771 51.170078,71.431873 51.169724,71.43162 51.169695,71.431646 51.169607,71.431505 51.169591,71.431497 51.169617,71.431329 51.169598,71.431336 51.169571,71.431196 51.169555))",,проспект Абая,47,ГТС,ADMINISTRATIVE,Административное здание,,True,1.0,,20.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,47d43be4-42d0-88f4-c031-9111582ea8cb,Объект,Астана,Астана город республиканского значения,POINT (71.463252 51.167403),"POLYGON((71.463231 51.167417,71.463231 51.16739,71.463274 51.16739,71.463274 51.167417,71.463231 51.167417))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,20c78239-b5b2-0bd0-bc0a-b09a79c6e6bc,Хозяйственный корпус,Астана,Астана город республиканского значения,POINT (71.449921 51.171608),"POLYGON((71.449921 51.171729,71.449768 51.171536,71.449922 51.171488,71.450074 51.171681,71.449921 51.171729))",,,,ГТС,INDUSTRY,Хозяйственный корпус,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,ef908bf0-1490-00e3-f0a4-65b0ede4d18e,"улица Кенесары, 87/7",Астана,Астана город республиканского значения,POINT (71.460908 51.163716),"POLYGON((71.46094 51.163656,71.461003 51.163737,71.460876 51.163777,71.460812 51.163696,71.46094 51.163656))",,улица Кенесары,87/7,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,0b00d1b7-37a7-cc86-6e1e-fc3f8ad76b3c,Объект,Астана,Астана город республиканского значения,POINT (71.442803 51.173724),"POLYGON((71.442781 51.173737,71.442781 51.17371,71.442824 51.17371,71.442824 51.173737,71.442781 51.173737))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,e9d02042-4746-7fec-ec23-b3c3fc263c71,Торговый павильон,Астана,Астана город республиканского значения,POINT (71.460323 51.177094),"POLYGON((71.460248 51.177076,71.46039 51.177066,71.460398 51.177111,71.460256 51.177121,71.460248 51.177076))",,,,ГТС,COMMERCE,Торговый павильон,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,744266f3-70a0-edd8-e874-d4be6b03697e,"улица Бактыораза Бейсекбаева, 16/1",Астана,Астана город республиканского значения,POINT (71.457696 51.168384),"POLYGON((71.458177 51.168163,71.458242 51.168243,71.457781 51.168388,71.4578 51.168412,71.457673 51.168452,71.457724 51.168517,71.457596 51.168557,71.4575 51.168436,71.457576 51.168412,71.457538 51.168364,71.458177 51.168163))",,улица Бактыораза Бейсекбаева,16/1,ГТС,COMMERCE,Автосервис,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,b722e5bb-da97-2b81-ee7b-3d0fbafeed7f,"Алиби Жангельдина улица, 46/2Б",Астана,Астана город республиканского значения,POINT (71.442473 51.176411),"POLYGON((71.442389 51.176446,71.442417 51.176358,71.442557 51.176376,71.442529 51.176464,71.442389 51.176446))",,Алиби Жангельдина улица,46/2Б,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,93632c91-6953-b3f3-8689-460325657ea5,"улица Александра Пушкина, 19а",Астана,Астана город республиканского значения,POINT (71.471656 51.16381),"POLYGON((71.471696 51.163863,71.471569 51.16379,71.471616 51.163757,71.471744 51.163829,71.471696 51.163863))",,улица Александра Пушкина,19а,ГТС,ADMINISTRATIVE,Административное здание,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,83f192ff-9c80-41e4-825d-53d7edda233e,Сооружение,Астана,Астана город республиканского значения,POINT (71.451689 51.181734),"POLYGON((71.451567 51.181729,71.451786 51.181687,71.451811 51.181738,71.451593 51.181781,71.451567 51.181729))",,,,ГТС,OTHER,Сооружение,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,6f81c61f-5034-8dff-1d37-a46a4f3ee5ce,Объект,Астана,Астана город республиканского значения,POINT (71.464369 51.165532),"POLYGON((71.464347 51.165518,71.46439 51.165518,71.464391 51.165545,71.464348 51.165545,71.464347 51.165518))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,4398fdcc-b163-15a8-cf97-1f4f399ff848,"улица Сакена Сейфуллина, 45/1",Астана,Астана город республиканского значения,POINT (71.434937 51.173075),"POLYGON((71.434756 51.172886,71.434666 51.173214,71.435117 51.173263,71.435207 51.172935,71.435248 51.172785,71.434798 51.172736,71.434756 51.172886))",,улица Сакена Сейфуллина,45/1,ГТС,COMMERCE,Торговый центр,,True,1.0,,4.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,91b00499-0e55-b372-ed75-6f3076af7534,Объект,Астана,Астана город республиканского значения,POINT (71.429053 51.177034),"POLYGON((71.429028 51.177045,71.429035 51.177018,71.429078 51.177023,71.42907 51.17705,71.429028 51.177045))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,05d4a3ff-3996-4ea5-887a-a22d044ab861,"улица Толстого, 16/1",Астана,Астана город республиканского значения,POINT (71.449667 51.176444),"POLYGON((71.449635 51.176504,71.449571 51.176424,71.449699 51.176384,71.449763 51.176464,71.449635 51.176504))",,улица Толстого,16/1,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,1f32feb0-3678-80f5-68c1-34d765da1353,Объект,Астана,Астана город республиканского значения,POINT (71.456463 51.167481),"POLYGON((71.456454 51.167499,71.456434 51.167475,71.456473 51.167463,71.456492 51.167487,71.456454 51.167499))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,fcbee765-cb6f-7bbe-33fb-8dcc6c7a13eb,Сооружение,Астана,Астана город республиканского значения,POINT (71.44974 51.168066),"POLYGON((71.449713 51.168128,71.449638 51.168074,71.449766 51.168003,71.449842 51.168057,71.449713 51.168128))",,,,ГТС,OTHER,Сооружение,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,1aabe4db-f24e-2459-8817-63540dd2e555,"переулок Култобе, 1/2",Астана,Астана город республиканского значения,POINT (71.448362 51.171801),"POLYGON((71.448458 51.171821,71.44833 51.171861,71.448267 51.17178,71.448395 51.17174,71.448458 51.171821))",,переулок Култобе,1/2,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,df847247-f3a6-b28d-b6b1-51cf646e5aed,"улица Карагандинская, 89",Астана,Астана город республиканского значения,POINT (71.441297 51.175287),"POLYGON((71.441268 51.175138,71.441409 51.175154,71.441326 51.175437,71.441185 51.175421,71.441268 51.175138))",,улица Карагандинская,89,ГТС,OTHER,Сооружение,,True,1.0,,2.0,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
cluster_Астана-ШР-16.xml,64ca2a0b-3d5e-5158-98e6-8c46f6b79be7,Объект,Астана,Астана город республиканского значения,POINT (71.438195 51.177812),"POLYGON((71.438174 51.177825,71.438174 51.177799,71.438216 51.177799,71.438216 51.177825,71.438174 51.177825))",,,,ГТС,OTHER,Объект,,True,1.0,,,,a4610153-f2a0-6fc6-1748-7c586d1db3a2
